ac_no,ac_name,district,region,reservation,urban_rural_type,winner_2021,winner_party_2021,runner_up_2021,runner_up_party_2021,winner_votes_2021,runner_up_votes_2021,margin_votes_2021,margin_pct_2021,turnout_pct_2021,dmk_vote_share_2021,aiadmk_vote_share_2021,bjp_vote_share_2021,congress_vote_share_2021,ntk_vote_share_2021,others_vote_share_2021,dmk_alliance_vote_share_2024,aiadmk_alliance_vote_share_2024,bjp_nda_vote_share_2024,ntk_vote_share_2024,others_vote_share_2024,winning_alliance_2024,contesting_alliance_2026,dmk_alliance_candidate_2026,aiadmk_nda_candidate_2026,tvk_candidate_2026,ntk_candidate_2026,bjp_candidate_2026_if_separate,incumbent_party,incumbent_candidate,incumbent_contesting_again,alliance_change_flag,rebel_candidate_flag,strong_local_candidate_flag
139,Srirangam,Tiruchirappalli,Central,GEN,needs_source,Palaniyandi.M,DMK,KuPa Krishnan,AIADMK,113904,93989,19915,8.29,76.15,47.4126,39.123,0.0,0.0,7.4555,6.0089,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
140,Tiruchirappalli West,Tiruchirappalli,Central,GEN,needs_source,"Nehru, K.N.",DMK,"Padmanathan, V.",AIADMK,118133,33024,85109,46.48,67.01,64.5186,18.0361,0.0,0.0,8.5883,8.857,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
141,Tiruchirappalli East,Tiruchirappalli,Central,GEN,needs_source,"INIGO IRUDAYARAJ,S.",DMK,"VELLAMANDI NATARAJAN,N.",AIADMK,94302,40505,53797,31.12,66.87,54.5552,23.4328,0.0,0.0,8.2797,13.7323,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
142,Thiruverumbur,Tiruchirappalli,Central,GEN,needs_source,ANBIL MAHESH POYYAMOZHI,DMK,P KUMAR,AIADMK,105424,55727,49697,25.23,66.59,53.5112,28.286,0.0,0.0,7.9787,10.2241,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
143,Lalgudi,Tiruchirappalli,Central,GEN,needs_source,A.SOUNDARAPANDIAN,DMK,D.R.DHARMARAJ,AIADMK,84914,67965,16949,9.7,79.23,48.5906,38.8918,0.0,0.0,9.2976,3.22,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
144,Manachanallur,Tiruchirappalli,Central,GEN,needs_source,S. KATHIRAVAN,DMK,M. PARANJOTHI,AIADMK,116334,56716,59618,30.31,79.63,59.1371,28.831,0.0,0.0,7.3419,4.69,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
145,Musiri,Tiruchirappalli,Central,GEN,needs_source,N. Thiyagarajan,DMK,M. Selvarasu,AIADMK,90624,63788,26836,14.93,75.98,50.429,35.4958,0.0,0.0,7.9636,6.1116,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
146,Thuraiyur,Tiruchirappalli,Central,SC,needs_source,S.STALINKUMAR,DMK,T.INDRAGANDHI,AIADMK,87786,65715,22071,12.55,76.63,49.9136,37.3644,0.0,0.0,7.4814,5.2406,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
147,Perambalur,Perambalur,Central,SC,needs_source,"PRABHAHARAN, M.",DMK,"THAMIZHSELVAN, R.",AIADMK,122090,91056,31034,12.93,78.2,50.8653,37.9359,0.0,0.0,7.7796,3.4192,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
148,Kunnam,Perambalur,Central,GEN,needs_source,"SIVASANKAR, S.S.",DMK,"RAMACHANDRAN, R.T.",AIADMK,103922,97593,6329,2.88,80.05,47.2633,44.3849,0.0,0.0,4.2542,4.0976,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
149,Ariyalur,Ariyalur,Central,GEN,needs_source,CHINNAPPA K,DMK,RAJENDRAN S,AIADMK,103975,100741,3234,1.44,84.54,46.1649,44.729,0.0,0.0,5.4816,3.6245,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
150,Jayankondam,Ariyalur,Central,GEN,needs_source,KANNAN KA SO KA,DMK,BALU K,PMK,99529,94077,5452,2.52,80.38,45.9999,0.0,0.0,0.0,4.6014,49.3987,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
151,Tittakudi,Cuddalore,Central,SC,needs_source,"GANESAN,  C.V.",DMK,"PERIYASAMY,  D.",BJP,83726,62163,21563,12.82,76.3,49.7824,0.0,36.9613,0.0,6.2973,6.959,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
152,Vriddhachalam,Cuddalore,Central,GEN,needs_source,Radhakrishnan,INC,Karthikeyan. J,PMK,77064,76202,862,0.44,77.02,0.0,0.0,0.0,39.1717,4.3927,56.4356,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
153,Neyveli,Cuddalore,Central,GEN,needs_source,SABA.RAJENDRAN,DMK,JAGAN.K,PMK,75177,74200,977,0.6,74.25,45.8033,0.0,0.0,0.0,4.7432,49.4535,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
154,Panruti,Cuddalore,Central,GEN,needs_source,VELMURUGAN.T,DMK,RAJENDRAN.R,AIADMK,93801,89104,4697,2.38,79.6,47.6029,45.2192,0.0,0.0,3.3225,3.8554,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
155,Cuddalore,Cuddalore,Central,GEN,needs_source,G.IYAPPAN,DMK,M.C.SAMPATH,AIADMK,84563,79412,5151,2.83,74.77,46.4629,43.6327,0.0,0.0,5.2544,4.65,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
156,Kurinjipadi,Cuddalore,Central,GEN,needs_source,M.R.K.PANNEERSELVAM,DMK,SELVI RAMAJAYAM,AIADMK,101456,83929,17527,8.82,82.06,51.0391,42.2218,0.0,0.0,4.2821,2.457,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
157,Bhuvanagiri,Cuddalore,Central,GEN,needs_source,Arunmozhithevan. A,AIADMK,Saravanan. Durai.K,DMK,96453,88194,8259,4.19,78.57,44.7311,48.9199,0.0,0.0,3.529,2.82,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
158,Chidambaram,Cuddalore,Central,GEN,needs_source,K.A. PANDIAN,AIADMK,S. ABDUL RAHMAN,IUML,91961,75024,16937,9.24,71.93,0.0,50.1554,0.0,0.0,4.9473,44.8973,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
159,Kattumannarkoil,Cuddalore,Central,SC,needs_source,SINTHANAI SELVAN,VCK,N. MURUGUMARAN,AIADMK,86056,75491,10565,6.02,75.87,0.0,42.9999,0.0,0.0,3.8767,53.1234,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
160,Sirkazhi,Mayiladuthurai,Central,SC,needs_source,PANNEERSELVAM,DMK,P.V.BHARATHI,AIADMK,94057,81909,12148,6.35,74.91,49.1609,42.8114,0.0,0.0,5.7562,2.2715,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
161,Mayiladuthurai,Mayiladuthurai,Central,GEN,needs_source,Rajakumar.S,INC,Palanisamy.A,PMK,73642,70900,2742,1.57,70.14,0.0,0.0,0.0,42.1679,7.5504,50.2817,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
162,Poompuhar,Mayiladuthurai,Central,GEN,needs_source,Nivedha M. Murugan,DMK,S.Pavunraj,AIADMK,96102,92803,3299,1.59,75.19,46.2389,44.6516,0.0,0.0,7.132,1.9775,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
163,Nagapattinam,Nagapattinam,Central,GEN,needs_source,J. Mohamed Shanavas,VCK,Thanka.kathiravan,AIADMK,66281,59043,7238,5.04,71.97,0.0,41.1278,0.0,0.0,6.949,51.9232,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
164,Kilvelur,Nagapattinam,Central,SC,needs_source,NAGAIMAALI V P,CPI(M),VADIVEL RAVANAN  S,PMK,67988,51003,16985,11.88,79.43,0.0,0.0,0.0,0.0,10.6109,89.3891,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
165,Vedaranyam,Nagapattinam,Central,GEN,needs_source,O.S.MANIAN,AIADMK,S.K.VETHARATHINAM,DMK,78719,66390,12329,7.8,80.6,42.003,49.8032,0.0,0.0,5.7611,2.4327,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
166,Thiruthuraipoondi,Thiruvarur,Central,SC,needs_source,MARIMUTHU K,CPI,SURESH KUMAR C,AIADMK,97092,67024,30068,16.18,76.74,0.0,36.0565,0.0,0.0,8.2642,55.6793,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
167,Mannargudi,Thiruvarur,Central,GEN,needs_source,RAJAA T R B,DMK,RAJAMANICKAM  SIVA,AIADMK,87172,49779,37393,19.35,74.34,45.1133,25.7617,0.0,0.0,5.4019,23.7231,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
168,Thiruvarur,Thiruvarur,Central,GEN,needs_source,KALAIVANAN  POONDI  K.,DMK,PANNERSELVAM A.N.R.,AIADMK,108906,57732,51174,24.57,73.25,52.2858,27.7171,0.0,0.0,12.6266,7.3705,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
169,Nannilam,Thiruvarur,Central,GEN,needs_source,KAMARAJ R,AIADMK,JOTHIRAMAN  S,DMK,103637,99213,4424,1.99,81.08,44.7018,46.6951,0.0,0.0,6.0461,2.557,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
170,Thiruvidaimarudur,Thanjavur,Central,SC,needs_source,"CHEZHIAAN,  GOVI.",DMK,"UNION VEERAMANI, S.",AIADMK,95763,85083,10680,5.38,75.76,48.2565,42.8746,0.0,0.0,5.6318,3.2371,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
171,Kumbakonam,Thanjavur,Central,GEN,needs_source,"ANBALAGAN, G.",DMK,"SRITHAR VANDAYAR, G.M.",AIADMK,96057,74674,21383,10.82,71.45,48.6207,37.7974,0.0,0.0,6.3169,7.265,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
172,Papanasam,Thanjavur,Central,GEN,needs_source,"Dr.JAWAHIRULLAH, M.H.",DMK,"GOPINATHAN, K.",AIADMK,86567,70294,16273,8.26,74.76,43.9467,35.6855,0.0,0.0,7.4748,12.893,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
173,Thiruvaiyaru,Thanjavur,Central,GEN,needs_source,DURAI.CHANDRASEKARAN,DMK,"VENKATESAN, S.",BJP,103210,49560,53650,25.37,78.11,48.8152,0.0,23.4404,0.0,7.4824,20.262,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
174,Thanjavur,Thanjavur,Central,GEN,needs_source,"NEELAMEGAM, T.K.G.",DMK,"ARIVUDAINAMBI, V.",AIADMK,103772,56623,47149,24.2,65.72,53.2549,29.0584,0.0,0.0,8.9121,8.7746,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
175,Orathanadu,Thanjavur,Central,GEN,needs_source,"VAITHILINGAM, R.",AIADMK,"RAMCHANDRAN, M.",DMK,90063,61228,28835,15.03,78.29,31.9162,46.9469,0.0,0.0,4.7175,16.4194,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
176,Pattukkottai,Thanjavur,Central,GEN,needs_source,"ANNADURAI, K.",DMK,"RENGARAJAN, N.R.",AIADMK,79065,53796,25269,14.26,71.66,44.6191,30.3589,0.0,0.0,6.0553,18.9667,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
177,Peravurani,Thanjavur,Central,GEN,needs_source,"ASHOKKUMAR, N.",DMK,"THIRUGNANASAMBANDAM, S.V.",AIADMK,89130,65627,23503,13.76,77.02,52.1686,38.4121,0.0,0.0,7.1138,2.3055,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
178,Gandharvakottai,Pudukkottai,Central,SC,needs_source,M.Chinnadurai,CPI(M),S.Jayabharathi,AIADMK,69710,56989,12721,8.07,74.45,0.0,36.1559,0.0,0.0,8.0326,55.8115,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
179,Viralimalai,Pudukkottai,Central,GEN,needs_source,VIJAYA BASKER C,AIADMK,PALANIAPPAN,DMK,102179,78581,23598,12.2,85.43,40.6265,52.8267,0.0,0.0,3.6371,2.9097,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
180,Pudukkottai,Pudukkottai,Central,GEN,needs_source,V . MUTHURAJA,DMK,KARTHIK THONDAIMAN,AIADMK,85802,72801,13001,7.23,72.94,47.6964,40.4693,0.0,0.0,6.3944,5.4399,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
181,Thirumayam,Pudukkottai,Central,GEN,needs_source,S.REGUPATHY,DMK,P.K.VAIRAMUTHU,AIADMK,71349,69967,1382,0.79,75.85,40.9979,40.2038,0.0,0.0,6.3558,12.4425,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
182,Alangudi,Pudukkottai,Central,GEN,needs_source,SIVA.V.MEYYANATHAN,DMK,DHARMA THANGAVEL,AIADMK,87935,62088,25847,15.04,78.47,51.172,36.1309,0.0,0.0,9.0065,3.6906,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
183,Aranthangi,Pudukkottai,Central,GEN,needs_source,RAMACHANDRAN T,INC,RAJANAYAGAM M,AIADMK,81835,50942,30893,18.38,70.21,0.0,30.314,0.0,48.6974,10.985,10.0036,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
184,Karaikudi,Sivaganga,South,GEN,needs_source,S.Mangudi,INC,H.Raja,BJP,75954,54365,21589,10.16,66.23,0.0,0.0,25.5888,35.7505,11.2362,27.4245,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
185,Tiruppattur,Sivaganga,South,GEN,needs_source,KR.PERIYAKARUPPAN,DMK,MARUDHU ALAGURAJ,AIADMK,103682,66308,37374,17.73,71.98,49.1929,31.4605,0.0,0.0,6.9134,12.4332,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
186,Sivaganga,Sivaganga,South,GEN,needs_source,PR. Senthilnathan,AIADMK,S. Gunasekaran,CPI,82153,70900,11253,5.57,66.29,0.0,40.6609,0.0,0.0,11.1362,48.2029,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
187,Manamadurai,Sivaganga,South,SC,needs_source,Tamilarasi A.,DMK,Nagarajan S.,AIADMK,89364,75273,14091,6.94,72.05,44.0085,37.0692,0.0,0.0,11.4389,7.4834,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
188,Melur,Madurai,South,GEN,needs_source,PERIYAPULLAN @ SELVAM  P.,AIADMK,RAVICHANDRAN  T.,INC,83344,48182,35162,19.24,74.23,0.0,45.5975,0.0,26.3604,5.837,22.2051,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
189,Madurai East,Madurai,South,GEN,needs_source,MOORTHY P,DMK,GOPALAKRISHNAN R,AIADMK,122729,73125,49604,20.85,71.34,51.5902,30.7387,0.0,0.0,7.4269,10.2442,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
190,Sholavandan,Madurai,South,SC,needs_source,VENKATESAN A,DMK,MANICKAM K,AIADMK,84240,67195,17045,9.72,79.49,48.038,38.3181,0.0,0.0,7.947,5.6969,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
191,Madurai North,Madurai,South,GEN,needs_source,THALAPATHI G,DMK,SARAVANAN P,BJP,73010,50094,22916,14.64,63.6,46.6351,0.0,31.9975,0.0,9.7799,11.5875,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
192,Madurai South,Madurai,South,GEN,needs_source,BOOMINATHAN.M,DMK,SARAVANAN. S.S,AIADMK,62812,56297,6515,4.41,63.8,42.4885,38.0815,0.0,0.0,7.0911,12.3389,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
193,Madurai Central,Madurai,South,GEN,needs_source,PALANIVEL THIAGA RAJAN,DMK,JOTHI MUTHURAMALINGAM N,AIADMK,73205,39029,34176,22.87,61.03,48.9895,26.1186,0.0,0.0,7.5052,17.3867,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
194,Madurai West,Madurai,South,GEN,needs_source,RAJU. K,AIADMK,CHINNAMMAL. C,DMK,83883,74762,9121,4.52,65.12,37.067,41.5892,0.0,0.0,9.0355,12.3083,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
195,Thiruparankundram,Madurai,South,GEN,needs_source,"RAJANCHELLAPPA, V.V.",AIADMK,PONNUTHAI,CPI(M),103683,74194,29489,12.5,72.73,0.0,43.9616,0.0,0.0,9.6341,46.4043,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
196,Thirumangalam,Madurai,South,GEN,needs_source,UDHAYAKUMAR R B,AIADMK,MANIMARAN M,DMK,100338,86251,14087,6.39,78.13,39.117,45.5058,0.0,0.0,5.2577,10.1195,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
197,Usilampatti,Madurai,South,GEN,needs_source,AYYAPPAN P,AIADMK,KATHIRAVAN P V,DMK,71255,63778,7477,3.52,73.82,30.0113,33.5297,0.0,0.0,7.2264,29.2326,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
198,Andipatti,Theni,South,GEN,needs_source,A.MAHARAJAN,DMK,A.LOGIRAJAN,AIADMK,93541,85003,8538,4.07,74.85,44.6411,40.5665,0.0,0.0,5.3527,9.4397,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
199,Periyakulam,Theni,South,SC,needs_source,K.S.SARAVANAKUMAAR,DMK,M Murugan,AIADMK,92251,70930,21321,10.57,69.94,45.7148,35.1492,0.0,0.0,5.8445,13.2915,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
200,Bodinayakanur,Theni,South,GEN,needs_source,O.PANNEERSELVAM,AIADMK,THANGATAMILSELVAN,DMK,100050,89029,11021,5.13,76.3,41.4484,46.5793,0.0,0.0,5.1742,6.7981,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
201,Cumbum,Theni,South,GEN,needs_source,N.Ramakrishnan,DMK,Syedukhan.S.P.M,AIADMK,104800,62387,42413,20.97,69.51,51.8107,30.8427,0.0,0.0,6.1041,11.2425,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
202,Rajapalayam,Virudhunagar,South,GEN,needs_source,THANGAPANDIAN S.,DMK,RAJENTHRABHALAJI K.T,AIADMK,74158,70260,3898,2.18,73.89,41.4967,39.3155,0.0,0.0,8.7254,10.4624,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
203,Srivilliputhur,Virudhunagar,South,SC,needs_source,"MANRAJ, E.M.",AIADMK,"MADHAVARAO, P.S.W.",INC,70475,57737,12738,6.88,73.14,0.0,38.0866,0.0,31.2026,10.9966,19.7142,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
204,Sattur,Virudhunagar,South,GEN,needs_source,"RAGHURAMAN,  A.R.R.",DMK,"RAVICHANDHRAN, R.K.",AIADMK,74174,62995,11179,5.83,75.17,38.676,32.847,0.0,0.0,6.5835,21.8935,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
205,Sivakasi,Virudhunagar,South,GEN,needs_source,Ashokan.G,INC,Lakshmi Ganesan,AIADMK,78947,61628,17319,9.36,70.16,0.0,33.304,0.0,42.6632,11.2755,12.7573,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
206,Virudhunagar,Virudhunagar,South,GEN,needs_source,SEENIVASAN A.R.R,DMK,PANDURANGAN G,BJP,73297,51958,21339,13.2,71.27,45.3242,0.0,32.129,0.0,8.8494,13.6974,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
207,Aruppukkottai,Virudhunagar,South,GEN,needs_source,K.K.S.S.R.RAMACHANDRAN,DMK,VAIGAICHELVAN,AIADMK,91040,52006,39034,22.8,75.6,53.1773,30.3772,0.0,0.0,7.2383,9.2072,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
208,Tiruchuli,Virudhunagar,South,GEN,needs_source,THANGAM THENARASU,DMK,RAJASEKAR S,AIADMK,102225,41233,60992,35.29,77.46,59.1542,23.8602,0.0,0.0,7.9781,9.0075,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
209,Paramakudi,Ramanathapuram,South,SC,needs_source,MURUGESAN S,DMK,SADHAN PRABHAKAR N,AIADMK,84864,71579,13285,7.29,70.59,46.5881,39.295,0.0,0.0,9.0196,5.0973,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
210,Tiruvadanai,Ramanathapuram,South,GEN,needs_source,KARUMANICKAM,INC,K C ANIMUTHU,AIADMK,79364,65512,13852,6.86,68.72,0.0,32.4614,0.0,39.3251,8.1763,20.0372,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
211,Ramanathapuram,Ramanathapuram,South,GEN,needs_source,KATHARBATCHA MUTHURAMALINGAM,DMK,D.KUPPURAMU,BJP,111082,60603,50479,23.58,68.81,51.8837,0.0,28.3062,0.0,7.9618,11.8483,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
212,Mudhukulathur,Ramanathapuram,South,GEN,needs_source,R.S.RAJAKANNAPPAN,DMK,KEERTHIKA,AIADMK,101901,81180,20721,9.37,70.29,46.0647,36.6977,0.0,0.0,5.0829,12.1547,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
213,Vilathikulam,Thoothukudi,South,GEN,needs_source,MARKANDAYAN V,DMK,CHINNAPPAN P,AIADMK,90348,51799,38549,23.06,76.52,54.0459,30.986,0.0,0.0,7.0755,7.8926,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
214,Thoothukkudi,Thoothukudi,South,GEN,needs_source,P.Geetha Jeevan,DMK,SDR Vijayaseelan,AIADMK,92314,42004,50310,26.7,65.07,48.9971,22.2943,0.0,0.0,16.4203,12.2883,,,,,,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source,needs_source
