ac_no,ac_name,district,region,reservation,urban_rural_type,total_voters,male_voters,female_voters,gender_gap,first_time_voters,winner_2016,winner_party_2016,runner_up_2016,runner_up_party_2016,winner_votes_2016,runner_up_votes_2016,margin_votes_2016,margin_pct_2016,turnout_pct_2016,dmk_vote_share_2016,aiadmk_vote_share_2016,bjp_vote_share_2016,congress_vote_share_2016,ntk_vote_share_2016,others_vote_share_2016,winner_2021,winner_party_2021,runner_up_2021,runner_up_party_2021,winner_votes_2021,runner_up_votes_2021,margin_votes_2021,margin_pct_2021,turnout_pct_2021,dmk_vote_share_2021,aiadmk_vote_share_2021,bjp_vote_share_2021,congress_vote_share_2021,ntk_vote_share_2021,others_vote_share_2021
126,Madathukulam,Tiruppur,West,GEN,needs_source,,,,,,JAYARAMAKRISHNAN R,DMK,MANOHARAN K,AIADMK,76619.0,74952.0,1667.0,0.97,76.09,44.6643,43.6926,1.5267,0.0,0.5713,9.5451,C MAHENDRAN,AIADMK,R.JAYARAMAKRISHNAN,DMK,84313,77875,6438,3.54,72.45,42.8115,46.3508,0.0,0.0,3.4332,7.4045
127,Palani,Dindigul,Central,GEN,needs_source,,,,,,SENTHILKUMAR I P,DMK,KUMARASAMY P,AIADMK,100045.0,74459.0,25586.0,12.96,76.79,50.6624,37.7057,2.0722,0.0,0.4436,9.1161,SENTHIL KUMAR I.P,DMK,RAVI MANOHARAN K,AIADMK,108566,78510,30056,14.63,73.33,52.86,38.226,0.0,0.0,3.7277,5.1863
128,Oddanchatram,Dindigul,Central,GEN,needs_source,,,,,,SAKKARAPANI R,DMK,KITTUSAMY K,AIADMK,121715.0,55988.0,65727.0,34.7,84.91,64.2587,29.5585,1.0078,0.0,0.3226,4.8524,SAKKARAPANI R,DMK,NATARAJ N.P,AIADMK,109970,81228,28742,14.25,83.08,54.5064,40.2605,0.0,0.0,2.4505,2.7826
129,Athoor,Dindigul,Central,GEN,needs_source,,,,,,PERIYASAMY I,DMK,VISWANATHAN R NATHAM,AIADMK,121738.0,94591.0,27147.0,11.84,85.26,53.1023,41.2607,0.5954,0.0,0.4419,4.5997,PERIYASAMY I,DMK,THILAGABAMA M,PMK,165809,30238,135571,58.96,77.96,72.1097,0.0,0.0,0.0,7.4663,20.424
130,Nilakkottai,Dindigul,Central,SC,needs_source,,,,,,THANGATHURAI R,AIADMK,ANBAZHAGAN M,DMK,85507.0,70731.0,14776.0,8.47,79.85,40.524,48.9896,1.4696,0.0,0.6898,8.327,S.Thenmozhi,AIADMK,K.Murugavelrajan,DMK,91461,63843,27618,14.94,75.07,34.5461,49.4905,0.0,0.0,9.4721,6.4913
131,Natham,Dindigul,Central,GEN,needs_source,,,,,,ANDI AMBALAM M.A,DMK,SHAJAHAN S,AIADMK,93822.0,91712.0,2110.0,1.02,80.01,45.3222,44.303,0.0,0.0,1.156,9.2188,NATHAM.R.VISWANATHAN,AIADMK,M.A.ANDI AMBALAM,DMK,107762,95830,11932,5.3,78.95,42.545,47.8423,0.0,0.0,6.5538,3.0589
132,Dindigul,Dindigul,Central,GEN,needs_source,,,,,,SREENIVASAN C,AIADMK,BASHEER AHAMED M,DMK,91413.0,70694.0,20719.0,11.17,74.54,38.1266,49.3008,2.7392,0.0,1.2011,8.6323,SREENIVASAN.C,AIADMK,PANDI.N,CPI(M),90595,72848,17747,9.1,69.27,0.0,46.4309,0.0,0.0,7.6159,45.9532
133,Vedasandur,Dindigul,Central,GEN,needs_source,,,,,,PARAMASIVAM V.P.B,AIADMK,SIVASAKTHIVEL GOUNDER R,INC,97555.0,77617.0,19938.0,10.04,80.54,0.0,49.1317,0.0,39.0903,0.4694,11.3086,GANDHIRAJAN S,DMK,PARAMASIVAM V P B,AIADMK,106481,88928,17553,8.24,80.16,49.9723,41.7346,0.0,0.0,3.9868,4.3063
134,Aravakurichi,Karur,Central,GEN,needs_source,,,,,,,AIADMK,,DMK,,,,,,,,,,,,ELANGO. R,DMK,ANNAMALAI. K,BJP,93369,68553,24816,14.01,81.92,52.7169,0.0,38.7056,0.0,4.0584,4.5191
135,Karur,Karur,Central,GEN,needs_source,,,,,,VIJAYABHASKAR .M.R,AIADMK,SUBRAMANIAN .BANK .K,INC,81936.0,81495.0,441.0,0.24,80.5,0.0,43.8599,2.1385,43.6238,1.5888,8.789,SENTHILBALAJI V,DMK,VIJAYABHASKAR. M.R,AIADMK,101757,89309,12448,6.0,83.57,49.0845,43.0799,0.0,0.0,3.529,4.3066
136,Krishnarayapuram,Karur,Central,SC,needs_source,,,,,,GEETHA M.,AIADMK,AIYYAR V. K.,Other,83977.0,48676.0,35301.0,20.94,83.01,0.0,49.8205,3.3656,0.0,1.2008,45.6131,SIVAGAMA SUNDARI.K,DMK,MUTHUKUMAR,AIADMK,96540,64915,31625,17.48,84.17,53.3659,35.8841,0.0,0.0,5.3653,5.3847
137,Kulithalai,Karur,Central,GEN,needs_source,,,,,,RAMAR .E,DMK,CHANDRASEKARAN .R,AIADMK,89923.0,78027.0,11896.0,6.46,88.13,48.851,42.3885,0.7807,0.0,0.8926,7.0872,R.Manickam,DMK,N.R.Chandrasekar,AIADMK,100829,77289,23540,11.92,86.16,51.064,39.1424,0.0,0.0,5.8297,3.9639
138,Manapparai,Tiruchirappalli,Central,GEN,needs_source,,,,,,CHANDRASEKAR R,AIADMK,MOHAMED NIZAM M A,IUML,91399.0,73122.0,18277.0,8.87,78.48,0.0,44.3779,2.0169,0.0,0.8978,52.7074,ABDUL SAMAD P,DMK,CHANDRASEKAR.R,AIADMK,98077,85834,12243,5.52,76.02,44.229,38.7079,0.0,0.0,8.7712,8.2919
139,Srirangam,Tiruchirappalli,Central,GEN,needs_source,,,,,,VALARMATHI.S,AIADMK,PALANIYANDI.M,DMK,108400.0,93991.0,14409.0,6.39,79.54,41.7017,48.0946,2.6567,0.0,1.3732,6.1738,Palaniyandi.M,DMK,KuPa Krishnan,AIADMK,113904,93989,19915,8.29,76.15,47.4126,39.123,0.0,0.0,7.4555,6.0089
140,Tiruchirappalli West,Tiruchirappalli,Central,GEN,needs_source,,,,,,NEHRU.K.N,DMK,MANOHARAN.R,AIADMK,92049.0,63634.0,28415.0,15.84,70.43,51.3028,35.4659,0.0,0.0,1.7166,11.5147,"Nehru, K.N.",DMK,"Padmanathan, V.",AIADMK,118133,33024,85109,46.48,67.01,64.5186,18.0361,0.0,0.0,8.5883,8.857
141,Tiruchirappalli East,Tiruchirappalli,Central,GEN,needs_source,,,,,,NATARAJAN .N.,AIADMK,JEROME AROCKIARAJ .G.,INC,79938.0,58044.0,21894.0,13.11,68.86,0.0,47.8714,4.3178,34.76,2.4152,10.6356,"INIGO IRUDAYARAJ,S.",DMK,"VELLAMANDI NATARAJAN,N.",AIADMK,94302,40505,53797,31.12,66.87,54.5552,23.4328,0.0,0.0,8.2797,13.7323
142,Thiruverumbur,Tiruchirappalli,Central,GEN,needs_source,,,,,,ANBIL MAHESH POYYAMOZHI,DMK,KALAICHELVAN.D,AIADMK,85950.0,69255.0,16695.0,9.12,68.53,46.9754,37.8509,1.7183,0.0,1.8326,11.6228,ANBIL MAHESH POYYAMOZHI,DMK,P KUMAR,AIADMK,105424,55727,49697,25.23,66.59,53.5112,28.286,0.0,0.0,7.9787,10.2241
143,Lalgudi,Tiruchirappalli,Central,GEN,needs_source,,,,,,SOUNDARAPANDIAN A,DMK,VIJAYAMURTHY M,AIADMK,77946.0,74109.0,3837.0,2.3,81.68,46.7992,44.4955,0.0,0.0,0.9132,7.7921,A.SOUNDARAPANDIAN,DMK,D.R.DHARMARAJ,AIADMK,84914,67965,16949,9.7,79.23,48.5906,38.8918,0.0,0.0,9.2976,3.22
144,Manachanallur,Tiruchirappalli,Central,GEN,needs_source,,,,,,PARAMESWARI. M,AIADMK,GANESAN. S,DMK,83083.0,75561.0,7522.0,4.18,82.05,41.9858,46.1654,2.0348,0.0,0.9468,8.8672,S. KATHIRAVAN,DMK,M. PARANJOTHI,AIADMK,116334,56716,59618,30.31,79.63,59.1371,28.831,0.0,0.0,7.3419,4.69
145,Musiri,Tiruchirappalli,Central,GEN,needs_source,,,,,,SELVARASU M,AIADMK,VIJAYA BABU S,INC,89398.0,57311.0,32087.0,18.77,80.37,0.0,52.3074,0.0,33.533,1.4312,12.7284,N. Thiyagarajan,DMK,M. Selvarasu,AIADMK,90624,63788,26836,14.93,75.98,50.429,35.4958,0.0,0.0,7.9636,6.1116
146,Thuraiyur,Tiruchirappalli,Central,SC,needs_source,,,,,,STALINKUMAR .S,DMK,MAIVIZHI .A,AIADMK,81444.0,73376.0,8068.0,4.76,80.46,48.0981,43.3334,0.0,0.0,0.9047,7.6638,S.STALINKUMAR,DMK,T.INDRAGANDHI,AIADMK,87786,65715,22071,12.55,76.63,49.9136,37.3644,0.0,0.0,7.4814,5.2406
147,Perambalur,Perambalur,Central,SC,needs_source,,,,,,R.THAMIZHSELVAN,AIADMK,P.SIVAKAMI,DMK,101073.0,94220.0,6853.0,3.07,80.17,42.1995,45.2688,0.8873,0.0,1.1291,10.5153,"PRABHAHARAN, M.",DMK,"THAMIZHSELVAN, R.",AIADMK,122090,91056,31034,12.93,78.2,50.8653,37.9359,0.0,0.0,7.7796,3.4192
148,Kunnam,Perambalur,Central,GEN,needs_source,,,,,,RAMACHANDRAN.R.T,AIADMK,DURAIRAJ.T,DMK,78218.0,59422.0,18796.0,9.17,80.15,28.9801,38.1469,0.0,0.0,0.812,32.061,"SIVASANKAR, S.S.",DMK,"RAMACHANDRAN, R.T.",AIADMK,103922,97593,6329,2.88,80.05,47.2633,44.3849,0.0,0.0,4.2542,4.0976
149,Ariyalur,Ariyalur,Central,GEN,needs_source,,,,,,RAJENDRAN. S,AIADMK,SIVASANKAR. S.S,DMK,88523.0,86480.0,2043.0,0.97,84.93,40.9706,41.9385,0.0,0.0,0.5429,16.548,CHINNAPPA K,DMK,RAJENDRAN S,AIADMK,103975,100741,3234,1.44,84.54,46.1649,44.729,0.0,0.0,5.4816,3.6245
150,Jayankondam,Ariyalur,Central,GEN,needs_source,,,,,,RAMAJEYALINGAM.J.K.N,AIADMK,GURU @ GURUNATHAN.J,PMK,75672.0,52738.0,22934.0,11.24,81.4,0.0,37.0872,0.5352,22.9702,0.6494,38.758,KANNAN KA SO KA,DMK,BALU K,PMK,99529,94077,5452,2.52,80.38,45.9999,0.0,0.0,0.0,4.6014,49.3987
151,Tittakudi,Cuddalore,Central,SC,needs_source,,,,,,GANESAN V,DMK,AYYASAMY P,AIADMK,65139.0,62927.0,2212.0,1.38,77.72,40.6671,39.2862,0.0,0.0,0.4745,19.5722,"GANESAN,  C.V.",DMK,"PERIYASAMY,  D.",BJP,83726,62163,21563,12.82,76.3,49.7824,0.0,36.9613,0.0,6.2973,6.959
152,Vriddhachalam,Cuddalore,Central,GEN,needs_source,,,,,,KALAISELVAN V T,AIADMK,GOVINDASAMY P,DMK,72611.0,58834.0,13777.0,7.44,79.88,31.7807,39.2227,0.0,0.0,0.4559,28.5407,Radhakrishnan,INC,Karthikeyan. J,PMK,77064,76202,862,0.44,77.02,0.0,0.0,0.0,39.1717,4.3927,56.4356
153,Neyveli,Cuddalore,Central,GEN,needs_source,,,,,,SABA. RAJENDRAN,DMK,RAJSEKAR R,AIADMK,54299.0,36508.0,17791.0,11.17,79.21,34.0986,22.9263,0.0,0.0,0.9778,41.9973,SABA.RAJENDRAN,DMK,JAGAN.K,PMK,75177,74200,977,0.6,74.25,45.8033,0.0,0.0,0.0,4.7432,49.4535
154,Panruti,Cuddalore,Central,GEN,needs_source,,,,,,SATHYA.P,AIADMK,PONKUMAR,DMK,72353.0,69225.0,3128.0,1.69,81.97,37.3251,39.0117,0.7403,0.0,0.6805,22.2424,VELMURUGAN.T,DMK,RAJENDRAN.R,AIADMK,93801,89104,4697,2.38,79.6,47.6029,45.2192,0.0,0.0,3.3225,3.8554
155,Cuddalore,Cuddalore,Central,GEN,needs_source,,,,,,SAMPATH M C,AIADMK,PUGAZHENDI ELA,DMK,70922.0,46509.0,24413.0,14.14,74.69,26.9324,41.0694,1.1373,0.0,7.2368,23.6241,G.IYAPPAN,DMK,M.C.SAMPATH,AIADMK,84563,79412,5151,2.83,74.77,46.4629,43.6327,0.0,0.0,5.2544,4.65
156,Kurinjipadi,Cuddalore,Central,GEN,needs_source,,,,,,PANNEERSELVAM MRK,DMK,RAJENDRAN R,AIADMK,82864.0,54756.0,28108.0,14.93,84.18,44.0286,29.0938,0.5085,0.0,0.8151,25.554,M.R.K.PANNEERSELVAM,DMK,SELVI RAMAJAYAM,AIADMK,101456,83929,17527,8.82,82.06,51.0391,42.2218,0.0,0.0,4.2821,2.457
157,Bhuvanagiri,Cuddalore,Central,GEN,needs_source,,,,,,SARAVANAN DURAI K.,DMK,SELVI RAMAJAYAM,AIADMK,60554.0,55066.0,5488.0,2.88,79.91,31.7279,28.8524,0.4768,0.0,0.5716,38.3713,Arunmozhithevan. A,AIADMK,Saravanan. Durai.K,DMK,96453,88194,8259,4.19,78.57,44.7311,48.9199,0.0,0.0,3.529,2.82
158,Chidambaram,Cuddalore,Central,GEN,needs_source,,,,,,PANDIAN K A,AIADMK,SENTHILKUMAR K R,DMK,58543.0,57037.0,1506.0,0.88,74.45,33.4295,34.3121,0.6324,0.0,0.759,30.867,K.A. PANDIAN,AIADMK,S. ABDUL RAHMAN,IUML,91961,75024,16937,9.24,71.93,0.0,50.1554,0.0,0.0,4.9473,44.8973
159,Kattumannarkoil,Cuddalore,Central,SC,needs_source,,,,,,MURUGUMARAN.N,AIADMK,THIRUMAAVALAVAN.THOL,VCK,48450.0,48363.0,87.0,0.05,77.9,0.0,29.3306,0.4976,22.6085,0.6387,46.9246,SINTHANAI SELVAN,VCK,N. MURUGUMARAN,AIADMK,86056,75491,10565,6.02,75.87,0.0,42.9999,0.0,0.0,3.8767,53.1234
160,Sirkazhi,Mayiladuthurai,Central,SC,needs_source,,,,,,BHARATHI.P.V,AIADMK,KILLAI RAVINDRAN.S,DMK,76487.0,67484.0,9003.0,5.07,76.7,37.9796,43.0464,0.668,0.0,0.8048,17.5012,PANNEERSELVAM,DMK,P.V.BHARATHI,AIADMK,94057,81909,12148,6.35,74.91,49.1609,42.8114,0.0,0.0,5.7562,2.2715
161,Mayiladuthurai,Mayiladuthurai,Central,GEN,needs_source,,,,,,RATHAKRISHNAN.V,AIADMK,ANBAZHAGAN.K,DMK,70949.0,66171.0,4778.0,2.83,72.4,39.1878,42.0175,1.1406,0.0,0.9902,16.6639,Rajakumar.S,INC,Palanisamy.A,PMK,73642,70900,2742,1.57,70.14,0.0,0.0,0.0,42.1679,7.5504,50.2817
162,Poompuhar,Mayiladuthurai,Central,GEN,needs_source,,,,,,PAVUNRAJ.S,AIADMK,SHAJAHAN.A.M,IUML,87666.0,67731.0,19935.0,10.34,75.64,0.0,45.4798,0.0,0.0,1.0096,53.5106,Nivedha M. Murugan,DMK,S.Pavunraj,AIADMK,96102,92803,3299,1.59,75.19,46.2389,44.6516,0.0,0.0,7.132,1.9775
163,Nagapattinam,Nagapattinam,Central,GEN,needs_source,,,,,,THAMIMUN ANSARI.M,AIADMK,MOHAMED JAFARULLAH.A,Other,64903.0,44353.0,20550.0,15.29,73.42,0.0,48.2769,4.4667,0.0,1.1581,46.0983,J. Mohamed Shanavas,VCK,Thanka.kathiravan,AIADMK,66281,59043,7238,5.04,71.97,0.0,41.1278,0.0,0.0,6.949,51.9232
164,Kilvelur,Nagapattinam,Central,SC,needs_source,,,,,,MATHIVANAN.U,DMK,MEENA.N,AIADMK,61999.0,51829.0,10170.0,7.37,84.4,44.9499,37.5766,0.828,0.0,1.1259,15.5196,NAGAIMAALI V P,CPI(M),VADIVEL RAVANAN  S,PMK,67988,51003,16985,11.88,79.43,0.0,0.0,0.0,0.0,10.6109,89.3891
165,Vedaranyam,Nagapattinam,Central,GEN,needs_source,,,,,,MANIAN.O.S,AIADMK,RAJENDIRAN.P.V,INC,60836.0,37838.0,22998.0,15.67,81.42,0.0,41.4406,25.2624,25.7747,0.9441,6.5782,O.S.MANIAN,AIADMK,S.K.VETHARATHINAM,DMK,78719,66390,12329,7.8,80.6,42.003,49.8032,0.0,0.0,5.7611,2.4327
166,Thiruthuraipoondi,Thiruvarur,Central,SC,needs_source,,,,,,ADALARASAN. P,DMK,UMAMAHESWARI. K,AIADMK,72127.0,58877.0,13250.0,7.54,78.78,41.0699,33.5252,2.2418,0.0,1.05,22.1131,MARIMUTHU K,CPI,SURESH KUMAR C,AIADMK,97092,67024,30068,16.18,76.74,0.0,36.0565,0.0,0.0,8.2642,55.6793
167,Mannargudi,Thiruvarur,Central,GEN,needs_source,,,,,,RAJAA.T.R.B,DMK,KAMARAJ. S,AIADMK,91137.0,81200.0,9937.0,5.31,77.49,48.7077,43.3969,0.9321,0.0,1.0277,5.9356,RAJAA T R B,DMK,RAJAMANICKAM  SIVA,AIADMK,87172,49779,37393,19.35,74.34,45.1133,25.7617,0.0,0.0,5.4019,23.7231
168,Thiruvarur,Thiruvarur,Central,GEN,needs_source,,,,,,KARUNANIDHI .M,DMK,PANNERSELVAM .R,AIADMK,121473.0,53107.0,68366.0,34.74,77.71,61.7257,26.9859,0.6372,0.0,0.7251,9.9261,KALAIVANAN  POONDI  K.,DMK,PANNERSELVAM A.N.R.,AIADMK,108906,57732,51174,24.57,73.25,52.2858,27.7171,0.0,0.0,12.6266,7.3705
169,Nannilam,Thiruvarur,Central,GEN,needs_source,,,,,,KAMARAJ. R,AIADMK,DURAIVELAN. S.M.B,INC,100918.0,79642.0,21276.0,10.42,80.5,0.0,49.4323,0.0,39.0107,0.9111,10.6459,KAMARAJ R,AIADMK,JOTHIRAMAN  S,DMK,103637,99213,4424,1.99,81.08,44.7018,46.6951,0.0,0.0,6.0461,2.557
170,Thiruvidaimarudur,Thanjavur,Central,SC,needs_source,,,,,,CHEZHIAAN.GOVI,DMK,SETTU.U,AIADMK,77538.0,77006.0,532.0,0.29,78.99,41.9285,41.6408,0.7143,0.0,0.7771,14.9393,"CHEZHIAAN,  GOVI.",DMK,"UNION VEERAMANI, S.",AIADMK,95763,85083,10680,5.38,75.76,48.2565,42.8746,0.0,0.0,5.6318,3.2371
171,Kumbakonam,Thanjavur,Central,GEN,needs_source,,,,,,G.ANBALAGAN,DMK,RATHNA.S,AIADMK,85048.0,76591.0,8457.0,4.48,76.64,45.0402,40.5615,1.5538,0.0,1.5554,11.2891,"ANBALAGAN, G.",DMK,"SRITHAR VANDAYAR, G.M.",AIADMK,96057,74674,21383,10.82,71.45,48.6207,37.7974,0.0,0.0,6.3169,7.265
172,Papanasam,Thanjavur,Central,GEN,needs_source,,,,,,DORAIKKANNU R,AIADMK,LOGANATHAN T R,INC,82614.0,58249.0,24365.0,13.35,75.95,0.0,45.256,1.1822,31.9089,2.1167,19.5362,"Dr.JAWAHIRULLAH, M.H.",DMK,"GOPINATHAN, K.",AIADMK,86567,70294,16273,8.26,74.76,43.9467,35.6855,0.0,0.0,7.4748,12.893
173,Thiruvaiyaru,Thanjavur,Central,GEN,needs_source,,,,,,DURAI.CHANDRASEKARAN,DMK,M.G.M.SUBRAMANIAN,AIADMK,100043.0,85700.0,14343.0,7.06,81.84,49.275,42.2105,0.0,0.0,0.8895,7.625,DURAI.CHANDRASEKARAN,DMK,"VENKATESAN, S.",BJP,103210,49560,53650,25.37,78.11,48.8152,0.0,23.4404,0.0,7.4824,20.262
174,Thanjavur,Thanjavur,Central,GEN,needs_source,,,,,,,AIADMK,,DMK,,,,,,,,,,,,"NEELAMEGAM, T.K.G.",DMK,"ARIVUDAINAMBI, V.",AIADMK,103772,56623,47149,24.2,65.72,53.2549,29.0584,0.0,0.0,8.9121,8.7746
175,Orathanadu,Thanjavur,Central,GEN,needs_source,,,,,,RAMCHANDRAN. M,DMK,VAITHILINGAM. R,AIADMK,84378.0,80733.0,3645.0,2.02,79.88,46.8707,44.8459,0.5572,0.0,1.0504,6.6758,"VAITHILINGAM, R.",AIADMK,"RAMCHANDRAN, M.",DMK,90063,61228,28835,15.03,78.29,31.9162,46.9469,0.0,0.0,4.7175,16.4194
176,Pattukkottai,Thanjavur,Central,GEN,needs_source,,,,,,SEKAR. V,AIADMK,MAHENDRAN. K,INC,70631.0,58273.0,12358.0,7.45,73.02,0.0,42.577,6.6544,35.1275,1.7723,13.8688,"ANNADURAI, K.",DMK,"RENGARAJAN, N.R.",AIADMK,79065,53796,25269,14.26,71.66,44.6191,30.3589,0.0,0.0,6.0553,18.9667
177,Peravurani,Thanjavur,Central,GEN,needs_source,,,,,,GOVINDARASU M,AIADMK,ASHOK KUMAR N,DMK,73908.0,72913.0,995.0,0.61,78.83,45.0367,45.6512,2.8487,0.0,0.9895,5.4739,"ASHOKKUMAR, N.",DMK,"THIRUGNANASAMBANDAM, S.V.",AIADMK,89130,65627,23503,13.76,77.02,52.1686,38.4121,0.0,0.0,7.1138,2.3055
178,Gandharvakottai,Pudukkottai,Central,SC,needs_source,,,,,,ARUMUGAM.B,AIADMK,ANBARASAN.K,DMK,64043.0,60996.0,3047.0,2.09,78.16,41.7523,43.838,1.0952,0.0,0.9802,12.3343,M.Chinnadurai,CPI(M),S.Jayabharathi,AIADMK,69710,56989,12721,8.07,74.45,0.0,36.1559,0.0,0.0,8.0326,55.8115
179,Viralimalai,Pudukkottai,Central,GEN,needs_source,,,,,,VIJAYA BASKAR C,AIADMK,PALANIAPPAN M,DMK,84701.0,76254.0,8447.0,4.96,84.16,44.7374,49.6932,0.0,0.0,0.4782,5.0912,VIJAYA BASKER C,AIADMK,PALANIAPPAN,DMK,102179,78581,23598,12.2,85.43,40.6265,52.8267,0.0,0.0,3.6371,2.9097
180,Pudukkottai,Pudukkottai,Central,GEN,needs_source,,,,,,PERIYANNAN ARASSU,DMK,KARTHIK THONDAIMAN,AIADMK,66739.0,64655.0,2084.0,1.22,74.75,39.1932,37.9694,0.0,0.0,0.9543,21.8831,V . MUTHURAJA,DMK,KARTHIK THONDAIMAN,AIADMK,85802,72801,13001,7.23,72.94,47.6964,40.4693,0.0,0.0,6.3944,5.4399
181,Thirumayam,Pudukkottai,Central,GEN,needs_source,,,,,,REGUPATHY S,DMK,VAIRAMUTHU PK,AIADMK,72373.0,71607.0,766.0,0.48,76.22,45.5841,45.1017,1.4247,0.0,1.4631,6.4264,S.REGUPATHY,DMK,P.K.VAIRAMUTHU,AIADMK,71349,69967,1382,0.79,75.85,40.9979,40.2038,0.0,0.0,6.3558,12.4425
182,Alangudi,Pudukkottai,Central,GEN,needs_source,,,,,,MEYYANATHAN .SIVA .V,DMK,GNANA KALAISELVAN,AIADMK,72992.0,63051.0,9941.0,6.29,79.45,46.1694,39.8815,0.0,0.0,0.9456,13.0035,SIVA.V.MEYYANATHAN,DMK,DHARMA THANGAVEL,AIADMK,87935,62088,25847,15.04,78.47,51.172,36.1309,0.0,0.0,9.0065,3.6906
183,Aranthangi,Pudukkottai,Central,GEN,needs_source,,,,,,RATHINASABHAPATHY E,AIADMK,RAMACHANDRAN T,INC,69905.0,67614.0,2291.0,1.48,72.11,0.0,45.2176,0.0,43.7356,0.5401,10.5067,RAMACHANDRAN T,INC,RAJANAYAGAM M,AIADMK,81835,50942,30893,18.38,70.21,0.0,30.314,0.0,48.6974,10.985,10.0036
184,Karaikudi,Sivaganga,South,GEN,needs_source,,,,,,RAMASAMY KR,INC,KARPAGAM ILANGO,AIADMK,93419.0,75136.0,18283.0,9.08,70.3,0.0,37.3152,2.4678,46.3952,2.654,11.1678,S.Mangudi,INC,H.Raja,BJP,75954,54365,21589,10.16,66.23,0.0,0.0,25.5888,35.7505,11.2362,27.4245
185,Tiruppattur,Sivaganga,South,GEN,needs_source,,,,,,PERIAKARUPPAN KR,DMK,ASOKAN KR,AIADMK,110719.0,68715.0,42004.0,21.14,74.1,55.7245,34.584,0.0,0.0,1.4097,8.2818,KR.PERIYAKARUPPAN,DMK,MARUDHU ALAGURAJ,AIADMK,103682,66308,37374,17.73,71.98,49.1929,31.4605,0.0,0.0,6.9134,12.4332
186,Sivaganga,Sivaganga,South,GEN,needs_source,,,,,,BASKARAN.G,AIADMK,SATHIANATHAN.M @ MEPPAL M.SAKTHI,DMK,81697.0,75061.0,6636.0,3.5,69.29,39.6431,43.1478,0.0,0.0,1.6468,15.5623,PR. Senthilnathan,AIADMK,S. Gunasekaran,CPI,82153,70900,11253,5.57,66.29,0.0,40.6609,0.0,0.0,11.1362,48.2029
187,Manamadurai,Sivaganga,South,SC,needs_source,,,,,,MARIAPPANKENNADY S,AIADMK,CHITRASELVI S,DMK,89893.0,75004.0,14889.0,8.03,72.73,40.4286,48.4541,1.8828,0.0,1.6154,7.6191,Tamilarasi A.,DMK,Nagarajan S.,AIADMK,89364,75273,14091,6.94,72.05,44.0085,37.0692,0.0,0.0,11.4389,7.4834
188,Melur,Madurai,South,GEN,needs_source,,,,,,PERIYAPULLAN @ SELVAM P,AIADMK,RAGUPTHY A.P,DMK,88909.0,69186.0,19723.0,11.43,74.2,40.1076,51.5412,1.1136,0.0,0.7762,6.4614,PERIYAPULLAN @ SELVAM  P.,AIADMK,RAVICHANDRAN  T.,INC,83344,48182,35162,19.24,74.23,0.0,45.5975,0.0,26.3604,5.837,22.2051
189,Madurai East,Madurai,South,GEN,needs_source,,,,,,MOORTHY P,DMK,P PANDI,AIADMK,108569.0,75797.0,32772.0,15.28,74.79,50.6213,35.341,2.8819,0.0,1.5368,9.619,MOORTHY P,DMK,GOPALAKRISHNAN R,AIADMK,122729,73125,49604,20.85,71.34,51.5902,30.7387,0.0,0.0,7.4269,10.2442
190,Sholavandan,Madurai,South,SC,needs_source,,,,,,MANICKAM K,AIADMK,BHAVANI.C,DMK,87044.0,62187.0,24857.0,14.94,80.55,37.3891,52.334,1.663,0.0,0.9337,7.6802,VENKATESAN A,DMK,MANICKAM K,AIADMK,84240,67195,17045,9.72,79.49,48.038,38.3181,0.0,0.0,7.947,5.6969
191,Madurai North,Madurai,South,GEN,needs_source,,,,,,RAJAN CHELLAPPA V.V.,AIADMK,KARTHIKEYAN V.,INC,70460.0,51621.0,18839.0,12.2,66.22,0.0,45.6442,0.0,33.4402,2.2939,18.6217,THALAPATHI G,DMK,SARAVANAN P,BJP,73010,50094,22916,14.64,63.6,46.6351,0.0,31.9975,0.0,9.7799,11.5875
192,Madurai South,Madurai,South,GEN,needs_source,,,,,,SARAVANAN .S.S.,AIADMK,BALACHANDRAN .M,DMK,62683.0,38920.0,23763.0,16.21,66.84,26.5464,42.7546,10.9603,0.0,1.7693,17.9694,BOOMINATHAN.M,DMK,SARAVANAN. S.S,AIADMK,62812,56297,6515,4.41,63.8,42.4885,38.0815,0.0,0.0,7.0911,12.3389
193,Madurai Central,Madurai,South,GEN,needs_source,,,,,,PALANIVEL THIAGARAJAN,DMK,JEYABAL M,AIADMK,64662.0,58900.0,5762.0,3.79,65.2,42.5458,38.7546,4.5571,0.0,1.9726,12.1699,PALANIVEL THIAGA RAJAN,DMK,JOTHI MUTHURAMALINGAM N,AIADMK,73205,39029,34176,22.87,61.03,48.9895,26.1186,0.0,0.0,7.5052,17.3867
194,Madurai West,Madurai,South,GEN,needs_source,,,,,,RAJU K,AIADMK,THALAPATHI G,DMK,82529.0,66131.0,16398.0,8.9,65.58,35.9056,44.8089,3.0975,0.0,1.8753,14.3127,RAJU. K,AIADMK,CHINNAMMAL. C,DMK,83883,74762,9121,4.52,65.12,37.067,41.5892,0.0,0.0,9.0355,12.3083
