ac_no,ac_name,district,region_5way,reservation,is_reserved,winner_party_2016,winner_alliance_2016,runner_up_party_2016,runner_up_alliance_2016,winner_party_2021,winner_alliance_2021,runner_up_party_2021,runner_up_alliance_2021,winner_votes_2021,runner_up_votes_2021,total_valid_votes_2021,margin_pct_2021,vote_share_2021,proj_2026_dmk_alliance_pct,proj_2026_aiadmk_nda_pct,proj_2026_tvk_pct,proj_2026_ntk_pct,proj_2026_others_pct,proj_2026_winner,proj_2026_margin_pct
184,Karaikudi,Sivaganga,South,GEN,0,INC,DMK_ALLIANCE,AIADMK,AIADMK_NDA,INC,DMK_ALLIANCE,BJP,AIADMK_NDA,0,0,0,0.0,0.0,0.440119,0.386777,0.043692,0.08211,0.047303,DMK_ALLIANCE,0.053342
185,Tiruppattur,Sivaganga,South,GEN,0,DMK,DMK_ALLIANCE,AIADMK,AIADMK_NDA,DMK,DMK_ALLIANCE,AIADMK,AIADMK_NDA,0,0,0,0.0,0.0,0.456971,0.372664,0.054002,0.067463,0.048899,DMK_ALLIANCE,0.084307
186,Sivaganga,Sivaganga,South,GEN,0,AIADMK,AIADMK_NDA,DMK,DMK_ALLIANCE,AIADMK,AIADMK_NDA,CPI,DMK_ALLIANCE,0,0,0,0.0,0.0,0.363328,0.498975,0.065806,0.055153,0.016738,AIADMK_NDA,0.135647
187,Manamadurai,Sivaganga,South,SC,1,AIADMK,AIADMK_NDA,DMK,DMK_ALLIANCE,DMK,DMK_ALLIANCE,AIADMK,AIADMK_NDA,0,0,0,0.0,0.0,0.457745,0.362651,0.070817,0.059024,0.049763,DMK_ALLIANCE,0.095094
188,Melur,Madurai,South,GEN,0,AIADMK,AIADMK_NDA,DMK,DMK_ALLIANCE,AIADMK,AIADMK_NDA,INC,DMK_ALLIANCE,0,0,0,0.0,0.0,0.366597,0.495618,0.028101,0.058463,0.051221,AIADMK_NDA,0.129021
189,Madurai East,Madurai,South,GEN,0,DMK,DMK_ALLIANCE,AIADMK,AIADMK_NDA,DMK,DMK_ALLIANCE,AIADMK,AIADMK_NDA,0,0,0,0.0,0.0,0.474079,0.39831,0.033288,0.060813,0.033511,DMK_ALLIANCE,0.075769
190,Sholavandan,Madurai,South,SC,1,AIADMK,AIADMK_NDA,DMK,DMK_ALLIANCE,DMK,DMK_ALLIANCE,AIADMK,AIADMK_NDA,0,0,0,0.0,0.0,0.466517,0.384352,0.051165,0.049414,0.048551,DMK_ALLIANCE,0.082165
191,Madurai North,Madurai,South,GEN,0,AIADMK,AIADMK_NDA,INC,DMK_ALLIANCE,DMK,DMK_ALLIANCE,BJP,AIADMK_NDA,0,0,0,0.0,0.0,0.470939,0.38724,0.055469,0.066389,0.019963,DMK_ALLIANCE,0.083699
192,Madurai South,Madurai,South,GEN,0,AIADMK,AIADMK_NDA,DMK,DMK_ALLIANCE,DMK,DMK_ALLIANCE,AIADMK,AIADMK_NDA,0,0,0,0.0,0.0,0.522136,0.408639,0.021397,0.037966,0.009862,DMK_ALLIANCE,0.113497
193,Madurai Central,Madurai,South,GEN,0,DMK,DMK_ALLIANCE,AIADMK,AIADMK_NDA,DMK,DMK_ALLIANCE,AIADMK,AIADMK_NDA,0,0,0,0.0,0.0,0.478024,0.398032,0.0446,0.022777,0.056567,DMK_ALLIANCE,0.079992
194,Madurai West,Madurai,South,GEN,0,AIADMK,AIADMK_NDA,DMK,DMK_ALLIANCE,AIADMK,AIADMK_NDA,DMK,DMK_ALLIANCE,0,0,0,0.0,0.0,0.362836,0.513714,0.034155,0.064734,0.024561,AIADMK_NDA,0.150878
195,Thiruparankundram,Madurai,South,GEN,0,AIADMK,AIADMK_NDA,DMK,DMK_ALLIANCE,AIADMK,AIADMK_NDA,CPI(M),DMK_ALLIANCE,0,0,0,0.0,0.0,0.374684,0.467036,0.044434,0.070384,0.043461,AIADMK_NDA,0.092352
196,Thirumangalam,Madurai,South,GEN,0,AIADMK,AIADMK_NDA,INC,DMK_ALLIANCE,AIADMK,AIADMK_NDA,DMK,DMK_ALLIANCE,0,0,0,0.0,0.0,0.395468,0.474482,0.03853,0.046789,0.044731,AIADMK_NDA,0.079014
197,Usilampatti,Madurai,South,GEN,0,AIADMK,AIADMK_NDA,DMK,DMK_ALLIANCE,AIADMK,AIADMK_NDA,DMK,DMK_ALLIANCE,0,0,0,0.0,0.0,0.378517,0.480978,0.044432,0.046808,0.049266,AIADMK_NDA,0.102461
198,Andipatti,Theni,South,GEN,0,AIADMK,AIADMK_NDA,DMK,DMK_ALLIANCE,DMK,DMK_ALLIANCE,AIADMK,AIADMK_NDA,0,0,0,0.0,0.0,0.474488,0.381304,0.051528,0.066038,0.026642,DMK_ALLIANCE,0.093184
199,Periyakulam,Theni,South,SC,1,AIADMK,AIADMK_NDA,DMK,DMK_ALLIANCE,DMK,DMK_ALLIANCE,AIADMK,AIADMK_NDA,0,0,0,0.0,0.0,0.495751,0.360595,0.030182,0.055081,0.058391,DMK_ALLIANCE,0.135156
200,Bodinayakanur,Theni,South,GEN,0,AIADMK,AIADMK_NDA,DMK,DMK_ALLIANCE,AIADMK,AIADMK_NDA,DMK,DMK_ALLIANCE,0,0,0,0.0,0.0,0.382861,0.499867,0.038392,0.052994,0.025886,AIADMK_NDA,0.117006
201,Cumbum,Theni,South,GEN,0,AIADMK,AIADMK_NDA,DMK,DMK_ALLIANCE,DMK,DMK_ALLIANCE,AIADMK,AIADMK_NDA,0,0,0,0.0,0.0,0.489113,0.38751,0.029065,0.054042,0.04027,DMK_ALLIANCE,0.101603
202,Rajapalayam,Virudhunagar,South,GEN,0,DMK,DMK_ALLIANCE,AIADMK,AIADMK_NDA,DMK,DMK_ALLIANCE,AIADMK,AIADMK_NDA,0,0,0,0.0,0.0,0.458184,0.396465,0.031401,0.05121,0.062741,DMK_ALLIANCE,0.061719
203,Srivilliputhur,Virudhunagar,South,SC,1,AIADMK,AIADMK_NDA,IND,OTHERS,AIADMK,AIADMK_NDA,INC,DMK_ALLIANCE,0,0,0,0.0,0.0,0.402207,0.46365,0.049026,0.049078,0.03604,AIADMK_NDA,0.061443
204,Sattur,Virudhunagar,South,GEN,0,AIADMK,AIADMK_NDA,DMK,DMK_ALLIANCE,DMK,DMK_ALLIANCE,IND,AIADMK_NDA,0,0,0,0.0,0.0,0.460798,0.369071,0.054139,0.093338,0.022653,DMK_ALLIANCE,0.091727
205,Sivakasi,Virudhunagar,South,GEN,0,AIADMK,AIADMK_NDA,INC,DMK_ALLIANCE,INC,DMK_ALLIANCE,AIADMK,AIADMK_NDA,0,0,0,0.0,0.0,0.446355,0.377407,0.06123,0.053538,0.061469,DMK_ALLIANCE,0.068948
206,Virudhunagar,Virudhunagar,South,GEN,0,DMK,DMK_ALLIANCE,AIADMK,AIADMK_NDA,DMK,DMK_ALLIANCE,BJP,AIADMK_NDA,0,0,0,0.0,0.0,0.487871,0.371439,0.036016,0.056069,0.048605,DMK_ALLIANCE,0.116432
207,Aruppukkottai,Virudhunagar,South,GEN,0,DMK,DMK_ALLIANCE,AIADMK,AIADMK_NDA,DMK,DMK_ALLIANCE,AIADMK,AIADMK_NDA,0,0,0,0.0,0.0,0.481837,0.385485,0.044619,0.032491,0.055567,DMK_ALLIANCE,0.096352
208,Tiruchuli,Virudhunagar,South,GEN,0,DMK,DMK_ALLIANCE,AIADMK,AIADMK_NDA,DMK,DMK_ALLIANCE,AIADMK,AIADMK_NDA,0,0,0,0.0,0.0,0.449095,0.388217,0.046073,0.070519,0.046096,DMK_ALLIANCE,0.060878
209,Paramakudi,Ramanathapuram,South,SC,1,AIADMK,AIADMK_NDA,DMK,DMK_ALLIANCE,DMK,DMK_ALLIANCE,AIADMK,AIADMK_NDA,0,0,0,0.0,0.0,0.50079,0.373946,0.044868,0.031625,0.04877,DMK_ALLIANCE,0.126844
210,Tiruvadanai,Ramanathapuram,South,GEN,0,AIADMK,AIADMK_NDA,DMK,DMK_ALLIANCE,INC,DMK_ALLIANCE,AIADMK,AIADMK_NDA,0,0,0,0.0,0.0,0.472584,0.34803,0.043363,0.074471,0.061552,DMK_ALLIANCE,0.124554
211,Ramanathapuram,Ramanathapuram,South,GEN,0,AIADMK,AIADMK_NDA,DMK,DMK_ALLIANCE,DMK,DMK_ALLIANCE,BJP,AIADMK_NDA,0,0,0,0.0,0.0,0.484257,0.385177,0.047455,0.03148,0.051631,DMK_ALLIANCE,0.09908
212,Mudhukulathur,Ramanathapuram,South,GEN,0,INC,DMK_ALLIANCE,AIADMK,AIADMK_NDA,DMK,DMK_ALLIANCE,AIADMK,AIADMK_NDA,0,0,0,0.0,0.0,0.488768,0.39601,0.037692,0.050154,0.027376,DMK_ALLIANCE,0.092758
213,Vilathikulam,Thoothukudi,South,GEN,0,AIADMK,AIADMK_NDA,DMK,DMK_ALLIANCE,DMK,DMK_ALLIANCE,AIADMK,AIADMK_NDA,0,0,0,0.0,0.0,0.46042,0.395857,0.039987,0.057197,0.046539,DMK_ALLIANCE,0.064563
214,Thoothukkudi,Thoothukudi,South,GEN,0,DMK,DMK_ALLIANCE,AIADMK,AIADMK_NDA,DMK,DMK_ALLIANCE,AIADMK,AIADMK_NDA,0,0,0,0.0,0.0,0.484517,0.380407,0.041552,0.037094,0.056431,DMK_ALLIANCE,0.10411
215,Tiruchendur,Thoothukudi,South,GEN,0,DMK,DMK_ALLIANCE,AIADMK,AIADMK_NDA,DMK,DMK_ALLIANCE,AIADMK,AIADMK_NDA,0,0,0,0.0,0.0,0.494932,0.388168,0.04256,0.058318,0.016021,DMK_ALLIANCE,0.106764
216,Srivaikuntam,Thoothukudi,South,GEN,0,AIADMK,AIADMK_NDA,INC,DMK_ALLIANCE,INC,DMK_ALLIANCE,AIADMK,AIADMK_NDA,0,0,0,0.0,0.0,0.482289,0.408996,0.046206,0.046201,0.016309,DMK_ALLIANCE,0.073293
217,Ottapidaram,Thoothukudi,South,SC,1,AIADMK,AIADMK_NDA,IND,OTHERS,DMK,DMK_ALLIANCE,AIADMK,AIADMK_NDA,0,0,0,0.0,0.0,0.498125,0.373529,0.040907,0.063532,0.023908,DMK_ALLIANCE,0.124596
218,Kovilpatti,Thoothukudi,South,GEN,0,AIADMK,AIADMK_NDA,DMK,DMK_ALLIANCE,AIADMK,AIADMK_NDA,AMMK,OTHERS,0,0,0,0.0,0.0,0.064284,0.476571,0.046954,0.038449,0.373742,AIADMK_NDA,0.102829
219,Sankarankovil,Tenkasi,South,SC,1,AIADMK,AIADMK_NDA,DMK,DMK_ALLIANCE,DMK,DMK_ALLIANCE,AIADMK,AIADMK_NDA,0,0,0,0.0,0.0,0.492749,0.376561,0.027412,0.046864,0.056413,DMK_ALLIANCE,0.116188
220,Vasudevanallur,Tenkasi,South,SC,1,AIADMK,AIADMK_NDA,IND,OTHERS,DMK,DMK_ALLIANCE,AIADMK,AIADMK_NDA,0,0,0,0.0,0.0,0.483021,0.365124,0.068062,0.060222,0.02357,DMK_ALLIANCE,0.117897
221,Kadayanallur,Tenkasi,South,GEN,0,IUML,OTHERS,AIADMK,AIADMK_NDA,AIADMK,AIADMK_NDA,IUML,DMK_ALLIANCE,0,0,0,0.0,0.0,0.382049,0.475173,0.060479,0.042581,0.039718,AIADMK_NDA,0.093124
222,Tenkasi,Tenkasi,South,GEN,0,AIADMK,AIADMK_NDA,INC,DMK_ALLIANCE,INC,DMK_ALLIANCE,AIADMK,AIADMK_NDA,0,0,0,0.0,0.0,0.452188,0.3885,0.075714,0.036759,0.046838,DMK_ALLIANCE,0.063688
223,Alangulam,Tenkasi,South,GEN,0,DMK,DMK_ALLIANCE,AIADMK,AIADMK_NDA,AIADMK,AIADMK_NDA,DMK,DMK_ALLIANCE,0,0,0,0.0,0.0,0.37283,0.480563,0.046947,0.037293,0.062367,AIADMK_NDA,0.107733
224,Tirunelveli,Tirunelveli,South,GEN,0,DMK,DMK_ALLIANCE,AIADMK,AIADMK_NDA,BJP,AIADMK_NDA,DMK,DMK_ALLIANCE,0,0,0,0.0,0.0,0.370989,0.47305,0.048456,0.034928,0.072577,AIADMK_NDA,0.102061
225,Ambasamudram,Tirunelveli,South,GEN,0,AIADMK,AIADMK_NDA,DMK,DMK_ALLIANCE,AIADMK,AIADMK_NDA,DMK,DMK_ALLIANCE,0,0,0,0.0,0.0,0.369291,0.452343,0.066595,0.063311,0.048461,AIADMK_NDA,0.083052
226,Palayamkottai,Tirunelveli,South,GEN,0,DMK,DMK_ALLIANCE,AIADMK,AIADMK_NDA,DMK,DMK_ALLIANCE,AIADMK,AIADMK_NDA,0,0,0,0.0,0.0,0.470249,0.388782,0.024059,0.055979,0.06093,DMK_ALLIANCE,0.081467
227,Nanguneri,Tirunelveli,South,GEN,0,INC,DMK_ALLIANCE,AIADMK,AIADMK_NDA,INC,DMK_ALLIANCE,AIADMK,AIADMK_NDA,0,0,0,0.0,0.0,0.268816,0.300437,0.043108,0.381664,0.005975,NTK,0.081227
228,Radhapuram,Tirunelveli,South,GEN,0,AIADMK,AIADMK_NDA,DMK,DMK_ALLIANCE,DMK,DMK_ALLIANCE,AIADMK,AIADMK_NDA,0,0,0,0.0,0.0,0.476353,0.389956,0.050183,0.026795,0.056713,DMK_ALLIANCE,0.086397
229,Kanniyakumari,Kanniyakumari,South,GEN,0,DMK,DMK_ALLIANCE,AIADMK,AIADMK_NDA,AIADMK,AIADMK_NDA,DMK,DMK_ALLIANCE,0,0,0,0.0,0.0,0.364267,0.472992,0.053784,0.055808,0.053149,AIADMK_NDA,0.108725
230,Nagercoil,Kanniyakumari,South,GEN,0,DMK,DMK_ALLIANCE,BJP,OTHERS,BJP,AIADMK_NDA,DMK,DMK_ALLIANCE,0,0,0,0.0,0.0,0.380213,0.473162,0.017345,0.063955,0.065326,AIADMK_NDA,0.092949
231,Colachal,Kanniyakumari,South,GEN,0,INC,DMK_ALLIANCE,BJP,OTHERS,INC,DMK_ALLIANCE,BJP,AIADMK_NDA,0,0,0,0.0,0.0,0.465271,0.394902,0.033943,0.048672,0.057211,DMK_ALLIANCE,0.070369
232,Padmanabhapuram,Kanniyakumari,South,GEN,0,DMK,DMK_ALLIANCE,AIADMK,AIADMK_NDA,DMK,DMK_ALLIANCE,AIADMK,AIADMK_NDA,0,0,0,0.0,0.0,0.461112,0.374369,0.04905,0.048199,0.06727,DMK_ALLIANCE,0.086743
233,Vilavancode,Kanniyakumari,South,GEN,0,INC,DMK_ALLIANCE,BJP,OTHERS,INC,DMK_ALLIANCE,BJP,AIADMK_NDA,0,0,0,0.0,0.0,0.507579,0.384546,0.03047,0.025789,0.051616,DMK_ALLIANCE,0.123033
234,Killiyoor,Kanniyakumari,South,GEN,0,INC,DMK_ALLIANCE,BJP,OTHERS,INC,DMK_ALLIANCE,AIADMK,AIADMK_NDA,0,0,0,0.0,0.0,0.454739,0.385219,0.042873,0.062489,0.05468,DMK_ALLIANCE,0.06952
